-28 23
-18 7
0 12
-8 35
-1 32
-18 -8
-28 1
-17 -8
12 24
-27 32
-8 4
-18 24
22 15
-27 12
9 -28
-18 32
22 -28
23 -8
32 -14
-28 7
2 25
12 -3
32 3
2 -17
-4 -8
-18 -10
-28 13
12 28
-8 18
24 -8
8 32
2 -5
-6 -8
32 -28
32 6
2 -23
2 10
-18 19
-1 -28
34 -28
12 -12
9 32
-7 -8
-8 -5
22 -23
22 0
-21 -8
32 -29
-13 -28
-28 -11
12 -15
-18 -31
32 -16
22 -2
22 31
-28 0
-8 24
-8 -30
-28 10
18 12
-24 12
-2 32
10 12
31 -28
22 13
2 -26
3 -28
-28 -4
22 -9
-18 4
12 -5
23 12
-18 -20
10 -8
6 -28
20 12
32 -9
-28 18
29 12
-8 23
32 21
-19 32
22 19
32 9
32 -8
32 -10
-8 2
12 -19
-29 -8
12 17
12 21
-18 -19
12 -29
2 23
8 -28
-28 12
2 21
-18 35
-8 -2
26 32
-28 -21
12 26
-28 30
-5 -28
32 31
-10 -28
12 13
2 27
-29 -28
-25 -28
-18 21
11 -8
-18 -16
-28 -30
32 14
-3 12
-25 32
2 19
-18 -23
25 -28
22 -29
-25 -8
29 32
-28 16
12 19
32 -13
32 28
2 -11
-28 5
-8 27
-8 -25
27 -28
32 -18
-8 -24
-23 -8
22 -27
-26 12
12 29
12 8
33 12
-8 -14
-8 25
-18 -29
-8 12
-28 26
19 32
-18 11
-4 12
-8 -28
22 11
-8 14
-30 -28
-28 14
32 20
34 32
-28 4
-18 3
-13 -8
12 -27
22 3
7 12
12 -9
22 16
22 20
12 -22
28 32
-15 32
-28 29
-7 32
32 27
-28 -17
-18 -4
12 2
34 12
22 -20
-8 -1
-28 19
11 -28
-8 16
-8 33
-18 12
22 -6
-28 24
-28 27
22 12
17 -28
2 3
22 -22
13 -28
22 6
12 16
14 -28
-8 -23
24 32
3 -8
12 -30
12 34
21 32
2 -19
-21 12
-28 -27
-28 2
-31 32
5 -28
32 22
-18 23
-28 -23
2 1
32 7
-8 11
17 12
33 32
30 -8
-8 -21
-8 -11
12 6
22 -19
-28 11
-18 15
-3 -8
32 -31
-14 32
32 -3
-18 29
22 -16
-14 12
-9 32
12 12
32 12
-23 32
-18 -11
4 32
2 22
21 -28
16 12
15 -8
-29 12
30 32
-24 -28
26 -8
-18 -1
-18 6
2 14
-8 6
-8 -19
12 -10
1 -8
-18 30
12 4
12 14
19 -8
-28 -1
12 15
-4 32
8 12
22 21
-29 32
2 13
-18 10
2 -13
12 -8
16 -8
32 -23
32 17
24 12
3 12
21 -8
-6 12
-18 1
12 7
2 -12
2 -4
2 20
-8 31
-18 -18
-28 8
12 23
12 0
10 32
-31 -28
-3 32
32 8
-28 31
-16 -28
-3 -28
23 32
-27 -8
22 -8
-16 32
-31 -8
-18 -15
12 9
-18 17
12 1
30 -28
27 12
-4 -28
22 -13
-18 2
-8 8
0 32
12 -21
-18 18
-8 -16
-31 12
12 -14
-8 -3
-7 -28
-28 25
-18 -2
2 2
22 34
32 34
12 33
17 -8
35 -28
2 26
-6 32
20 32
-19 -28
-8 -8
22 9
-28 -20
32 -27
-8 1
-8 -7
-8 7
-20 12
-8 17
32 30
22 33
-8 29
-18 -14
-24 32
2 -20
-8 21
35 12
32 32
-18 -28
-28 33
-28 -9
2 -29
1 32
32 26
2 18
-8 -9
-13 32
0 -28
12 -23
-8 -6
31 32
33 -8
22 -17
-8 -20
29 -28
22 17
32 25
-28 17
22 -4
-18 34
22 -21
22 26
32 -25
2 24
22 -1
32 10
19 -28
30 12
-15 -8
-18 8
-2 -8
-18 9
22 4
32 24
-30 32
