10.000000 25.000000 25.000000
-150.000000 175.000000 -150.000000 175.000000
140
0 1 0.000000 0.000000 5 0
3 1 25.000000 0.000000 6 0
4 1 25.000000 -25.000000 3 0
5 1 0.000000 -25.000000 3 0
6 1 -25.000000 -25.000000 3 0
7 1 -25.000000 0.000000 3 0
8 1 -25.000000 25.000000 7 0
9 1 -25.000000 50.000000 4 0
10 1 0.000000 50.000000 2 0
11 1 25.000000 50.000000 1 0
12 1 50.000000 50.000000 2 0
13 1 50.000000 25.000000 2 0
14 1 50.000000 0.000000 2 0
15 1 50.000000 -25.000000 13 0
17 1 25.000000 -50.000000 5 0
18 1 0.000000 -50.000000 3 0
19 1 -25.000000 -50.000000 4 0
20 1 -50.000000 -50.000000 8 0
21 1 -50.000000 -25.000000 5 0
22 1 -50.000000 0.000000 5 0
23 1 -50.000000 25.000000 6 0
25 1 -50.000000 75.000000 5 0
26 1 0.000000 75.000000 7 0
27 1 25.000000 75.000000 1 0
28 1 50.000000 75.000000 4 0
29 1 75.000000 75.000000 3 0
30 1 75.000000 50.000000 1 0
31 1 75.000000 25.000000 1 0
32 1 75.000000 0.000000 7 0
33 1 75.000000 -50.000000 3 0
34 1 75.000000 -75.000000 3 0
35 1 50.000000 -75.000000 4 0
36 1 25.000000 -75.000000 4 0
38 1 -25.000000 -75.000000 6 0
39 1 -75.000000 -75.000000 3 0
40 1 -75.000000 -50.000000 4 0
41 1 -75.000000 -25.000000 4 0
42 1 -75.000000 0.000000 3 0
43 1 -75.000000 50.000000 3 0
44 1 -75.000000 75.000000 6 0
45 1 -75.000000 100.000000 4 0
46 1 -25.000000 100.000000 4 0
47 1 25.000000 100.000000 6 0
49 1 75.000000 100.000000 4 0
50 1 100.000000 75.000000 2 0
51 1 100.000000 0.000000 5 0
52 1 100.000000 -25.000000 3 0
53 1 100.000000 -50.000000 3 0
54 1 100.000000 -75.000000 3 0
55 1 100.000000 -100.000000 2 0
56 1 75.000000 -100.000000 3 0
57 1 50.000000 -100.000000 3 0
58 1 25.000000 -100.000000 6 0
59 1 0.000000 -100.000000 2 0
60 1 -25.000000 -100.000000 5 0
61 1 -100.000000 -100.000000 3 0
64 1 -100.000000 -25.000000 2 0
65 1 -100.000000 0.000000 2 0
66 1 -100.000000 25.000000 4 0
67 1 -100.000000 50.000000 5 0
68 1 -100.000000 75.000000 5 0
69 1 -100.000000 100.000000 7 0
70 1 -100.000000 125.000000 4 0
71 1 -75.000000 125.000000 2 0
72 1 -25.000000 125.000000 4 0
73 1 25.000000 125.000000 5 0
74 1 50.000000 125.000000 2 0
75 1 75.000000 125.000000 1 0
77 1 125.000000 125.000000 3 0
78 1 125.000000 75.000000 5 0
79 1 125.000000 50.000000 2 0
80 1 125.000000 0.000000 6 0
81 1 125.000000 -25.000000 12 0
82 1 125.000000 -50.000000 5 0
83 1 125.000000 -75.000000 1 0
84 1 125.000000 -125.000000 2 0
85 1 100.000000 -125.000000 3 0
86 1 25.000000 -125.000000 4 0
87 1 0.000000 -125.000000 3 0
89 1 -50.000000 -125.000000 4 0
90 1 -100.000000 -125.000000 10 0
91 1 -125.000000 -125.000000 5 0
92 1 -125.000000 -75.000000 1 0
93 1 -100.000000 150.000000 4 0
94 1 -75.000000 150.000000 5 0
95 1 -25.000000 150.000000 4 0
96 1 0.000000 150.000000 4 0
97 1 25.000000 150.000000 4 0
98 1 50.000000 150.000000 3 0
100 1 100.000000 150.000000 4 0
101 1 125.000000 150.000000 4 0
102 1 150.000000 150.000000 8 0
103 1 150.000000 125.000000 4 0
104 1 150.000000 75.000000 3 0
105 1 150.000000 50.000000 7 0
106 1 150.000000 25.000000 3 0
107 1 150.000000 -25.000000 1 0
108 1 150.000000 -50.000000 4 0
109 1 150.000000 -100.000000 4 0
111 1 150.000000 -150.000000 3 0
112 1 100.000000 -150.000000 4 0
113 1 75.000000 -150.000000 3 0
114 1 0.000000 -150.000000 3 0
115 1 -25.000000 -150.000000 4 0
116 1 -50.000000 -150.000000 4 0
117 1 -75.000000 -150.000000 5 0
118 1 -100.000000 -150.000000 6 0
119 1 -150.000000 -125.000000 4 0
120 1 -150.000000 -100.000000 2 0
121 1 -150.000000 -25.000000 2 0
122 1 -150.000000 0.000000 4 0
125 1 -150.000000 125.000000 3 0
126 1 -150.000000 150.000000 8 0
127 1 -150.000000 175.000000 5 0
128 1 -125.000000 175.000000 2 0
129 1 -100.000000 175.000000 7 0
130 1 0.000000 175.000000 4 0
131 1 25.000000 175.000000 5 0
132 1 125.000000 175.000000 5 0
133 1 150.000000 175.000000 3 0
134 1 175.000000 100.000000 4 0
136 1 175.000000 50.000000 5 0
137 1 175.000000 25.000000 3 0
138 1 175.000000 -25.000000 3 0
139 1 175.000000 -50.000000 4 0
1 2 0.000000 25.000000 40 9
16 2 50.000000 -50.000000 40 2
24 2 -50.000000 50.000000 40 19
37 2 0.000000 -75.000000 40 21
48 2 50.000000 100.000000 40 14
62 2 -100.000000 -75.000000 40 0
76 2 100.000000 125.000000 40 16
88 2 -25.000000 -125.000000 40 18
99 2 75.000000 150.000000 40 29
110 2 150.000000 -125.000000 40 12
123 2 -150.000000 25.000000 40 22
135 2 175.000000 75.000000 40 30
2 3 25.000000 25.000000 200 153
63 3 -100.000000 -50.000000 200 181
124 3 -150.000000 75.000000 200 185
