502
0 43 -3.609418 1.031088 50.000000 -50.000000 74.014470
1 51 2.242520 -3.217925 100.000000 125.000000 161.233870
2 30 -3.787412 -3.617615 50.000000 100.000000 116.746287
3 19 4.318954 4.084846 50.000000 100.000000 106.237821
4 51 3.181276 -0.039256 50.000000 -50.000000 68.469474
5 23 26.588312 1.088829 150.000000 -125.000000 176.433665
6 9 20.725451 -3.921517 25.000000 25.000000 29.235695
7 22 22.882694 -1.686142 75.000000 150.000000 160.389835
8 25 29.344948 0.835703 -100.000000 -75.000000 149.937211
9 38 27.617779 -0.125731 0.000000 -75.000000 79.805374
10 56 26.256653 0.177147 -100.000000 -75.000000 146.943342
11 33 24.261993 -21.700609 -50.000000 50.000000 103.227035
12 15 23.260136 -22.706400 25.000000 25.000000 47.738114
13 76 23.382429 -21.024399 23.382429 -21.024399 0.000000
14 25 -4.945915 -22.167179 50.000000 100.000000 133.954740
15 17 -3.853322 -21.344650 25.000000 25.000000 54.592497
16 3 -0.508949 -20.135328 -0.508949 -20.135328 0.000000
17 41 -27.891171 -25.261061 -27.891171 -25.261061 0.000000
18 6 -29.004408 -26.171040 25.000000 25.000000 74.397255
19 38 -21.909046 -28.682980 -50.000000 50.000000 83.547074
20 27 -22.191317 1.920764 -150.000000 25.000000 129.875753
21 7 -24.103634 0.786348 25.000000 25.000000 54.749135
22 35 -26.380833 -1.957145 -26.380833 -1.957145 0.000000
23 28 -28.301798 26.097290 150.000000 -125.000000 233.713338
24 36 -24.038038 22.336563 -24.038038 22.336563 0.000000
25 4 -29.011625 29.237278 -29.011625 29.237278 0.000000
26 10 -25.182667 22.254910 25.000000 25.000000 50.257692
27 17 -26.428070 28.782776 25.000000 25.000000 51.567003
28 49 -23.408539 20.363274 0.000000 25.000000 23.863338
29 46 -23.740358 28.361038 50.000000 -50.000000 107.601545
30 36 -28.902674 51.746052 -100.000000 -75.000000 145.325121
31 42 -27.996477 49.011875 150.000000 -125.000000 248.923435
32 26 -27.690041 48.857483 -25.000000 -125.000000 173.878293
33 9 -24.446022 45.145794 25.000000 25.000000 53.392529
34 23 -1.945920 52.374077 -25.000000 -125.000000 178.866029
35 38 0.523164 54.195908 -100.000000 -75.000000 163.696331
36 49 26.978481 48.119503 -100.000000 -75.000000 176.867037
37 31 53.439095 51.184467 0.000000 25.000000 59.509354
38 31 49.007092 48.621544 -100.000000 -75.000000 193.611468
39 48 51.778122 21.528757 75.000000 150.000000 130.553110
40 4 51.857220 21.876163 51.857220 21.876163 0.000000
41 36 52.003010 0.678311 -50.000000 50.000000 113.301555
42 0 48.052387 -2.384297 48.052387 -2.384297 0.000000
43 38 53.575554 -28.188389 -150.000000 25.000000 210.409158
44 39 53.790092 -23.466949 50.000000 -50.000000 26.802380
45 57 46.862648 -28.428608 -50.000000 50.000000 124.633136
46 50 51.756538 -20.958300 -150.000000 25.000000 206.924776
47 23 52.060669 -21.310760 -100.000000 -75.000000 161.260601
48 43 54.324844 -27.668812 54.324844 -27.668812 0.000000
49 32 54.334198 -25.055931 75.000000 150.000000 176.271544
50 65 52.996456 -21.858612 -100.000000 -75.000000 161.962724
51 38 54.952999 -20.641483 50.000000 100.000000 120.743111
52 55 50.891567 -23.622292 -100.000000 -75.000000 159.398667
53 46 52.949100 -27.372154 -100.000000 -75.000000 160.193127
54 28 46.669548 -22.045097 46.669548 -22.045097 0.000000
55 55 51.644142 -25.875174 0.000000 25.000000 72.494144
56 35 26.456015 -49.614433 50.000000 100.000000 151.455605
57 34 20.329634 -47.990898 50.000000 100.000000 150.935877
58 51 25.150490 -53.873520 0.000000 -75.000000 32.846237
59 30 20.484997 -46.856483 0.000000 25.000000 74.719404
60 37 24.521225 -53.560181 50.000000 100.000000 155.659555
61 24 -4.825434 -47.824032 50.000000 100.000000 157.663482
62 49 0.826822 -50.532574 50.000000 -50.000000 49.176064
63 83 -4.412767 -54.257397 -4.412767 -54.257397 0.000000
64 37 -24.027203 -52.773975 75.000000 150.000000 225.662738
65 37 -20.764874 -47.620613 50.000000 100.000000 163.705562
66 26 -21.494135 -45.473377 -21.494135 -45.473377 0.000000
67 59 -22.329865 -51.664307 100.000000 125.000000 214.883394
68 28 -45.501797 -50.338314 -45.501797 -50.338314 0.000000
69 70 -53.162346 -50.419609 -53.162346 -50.419609 0.000000
70 46 -47.335526 -45.952187 175.000000 75.000000 253.105743
71 45 -45.364952 -51.681541 50.000000 100.000000 179.169658
72 33 -49.455517 -48.778336 50.000000 100.000000 178.959196
73 28 -51.398949 -48.461201 -51.398949 -48.461201 0.000000
74 13 -48.934578 -46.345665 -100.000000 -50.000000 51.196011
75 22 -53.009972 -48.534798 -25.000000 -125.000000 81.433934
76 40 -49.036594 -29.411396 50.000000 100.000000 162.958752
77 33 -52.573742 -29.810892 50.000000 -50.000000 104.541730
78 0 -45.763077 -23.985733 -45.763077 -23.985733 0.000000
79 46 -46.128029 -20.667274 100.000000 125.000000 206.330684
80 27 -50.122795 -22.047688 50.000000 -50.000000 103.951459
81 70 -53.446636 -2.071109 -53.446636 -2.071109 0.000000
82 56 -51.339722 3.994313 150.000000 -125.000000 239.117576
83 28 -52.270130 4.466405 150.000000 -125.000000 240.155684
84 54 -48.768055 2.186663 -48.768055 2.186663 0.000000
85 11 -52.177162 -3.328346 -100.000000 -50.000000 66.822654
86 37 -53.237614 21.266693 50.000000 -50.000000 125.446983
87 66 -54.861336 21.608244 -54.861336 21.608244 0.000000
88 7 -50.381523 26.485451 -50.381523 26.485451 0.000000
89 6 -48.857735 20.705570 25.000000 25.000000 73.982478
90 29 -50.634151 22.931774 -150.000000 25.000000 99.387367
91 60 -49.338356 21.907093 50.000000 -50.000000 122.632534
92 26 -46.860962 77.533829 175.000000 75.000000 221.875431
93 87 -54.643337 75.235481 -54.643337 75.235481 0.000000
94 12 -48.382084 76.997871 25.000000 25.000000 89.937246
95 57 -48.532883 73.414825 -25.000000 -125.000000 199.805504
96 45 -46.966698 76.987129 150.000000 -125.000000 282.125292
97 59 -1.870603 77.524788 50.000000 -50.000000 137.670370
98 49 -3.109364 75.911102 -25.000000 -125.000000 202.100151
99 6 -3.427249 72.441483 25.000000 25.000000 55.306445
100 35 -4.419477 78.895531 -4.419477 78.895531 0.000000
101 4 4.252196 74.690498 4.252196 74.690498 0.000000
102 15 0.870112 71.688370 25.000000 25.000000 52.555259
103 28 3.155490 79.260674 -100.000000 -75.000000 185.573199
104 34 27.293978 72.252357 100.000000 125.000000 89.824717
105 37 50.381752 70.166504 50.381752 70.166504 0.000000
106 21 47.057140 75.226288 -100.000000 -75.000000 210.223075
107 18 51.799038 76.451340 25.000000 25.000000 58.012316
108 16 52.031864 73.328918 25.000000 25.000000 55.375139
109 45 72.581116 76.835739 0.000000 -75.000000 168.291741
110 52 78.524109 76.007629 -100.000000 -75.000000 233.825066
111 39 75.268303 78.480003 0.000000 25.000000 92.333245
112 30 78.898125 51.114109 -50.000000 50.000000 128.902947
113 50 79.589569 27.367470 -50.000000 50.000000 131.551085
114 21 70.439156 -4.761368 -150.000000 25.000000 222.439108
115 29 72.928856 2.082624 72.928856 2.082624 0.000000
116 30 74.674706 -4.217421 0.000000 -75.000000 102.890645
117 29 79.233810 -4.566053 50.000000 -50.000000 54.026469
118 15 77.113548 1.112411 25.000000 25.000000 57.327470
119 69 78.674690 -3.339059 78.674690 -3.339059 0.000000
120 28 77.572815 2.775050 -150.000000 25.000000 228.655493
121 34 77.364616 -47.562729 77.364616 -47.562729 0.000000
122 6 77.876427 -45.535648 25.000000 25.000000 88.154374
123 16 72.393211 -46.902573 25.000000 25.000000 86.116760
124 44 72.772133 -78.266991 72.772133 -78.266991 0.000000
125 45 70.966812 -70.188911 70.966812 -70.188911 0.000000
126 20 76.924637 -75.434860 100.000000 125.000000 201.758781
127 38 48.239834 -73.995079 0.000000 25.000000 110.123146
128 5 48.779972 -78.630440 25.000000 25.000000 106.323822
129 7 53.806831 -74.175507 25.000000 25.000000 103.274463
130 39 50.288849 -76.876564 50.288849 -76.876564 0.000000
131 45 21.220863 -79.617355 50.000000 100.000000 181.908309
132 24 22.115654 -75.473503 100.000000 125.000000 215.071151
133 18 24.337584 -79.945648 25.000000 25.000000 104.947739
134 8 24.619492 -79.158157 25.000000 25.000000 104.158852
135 47 -23.153233 -70.897736 -23.153233 -70.897736 0.000000
136 4 -29.528173 -74.729248 -29.528173 -74.729248 0.000000
137 11 -20.721342 -78.904755 -100.000000 -50.000000 84.383589
138 35 -23.615906 -72.996605 175.000000 75.000000 247.691896
139 24 -21.775742 -74.223221 -21.775742 -74.223221 0.000000
140 13 -22.107563 -76.257988 -100.000000 -50.000000 82.199235
141 48 -76.126778 -72.527229 -76.126778 -72.527229 0.000000
142 52 -71.685379 -72.855682 100.000000 125.000000 261.959425
143 31 -73.753418 -74.975990 50.000000 100.000000 214.316362
144 39 -79.705238 -47.440544 50.000000 -50.000000 129.730481
